TMGNN,0,8.31165,7.25222
TMGNN,1,8.27026,7.18525
TMGNN,2,8.64684,7.38527
TMGNN,3,8.50889,6.91445
TMGNN,4,9.14104,7.72605
TMGNN,5,9.16068,7.96992
TMGNN,6,9.17397,7.93923
TMGNN,7,8.78166,7.95781
TMGNN,8,8.70547,6.51373
TMGNN,9,8.65829,6.77630
TMGNN,10,9.19778,7.12923
TMGNN,11,9.16927,6.94576
TMGNN,12,9.58834,7.46179
TMGNN,13,9.45756,7.29009
ATMGNN,0,8.58732,7.80230
ATMGNN,1,8.17397,7.20164
ATMGNN,2,8.84769,7.89953
ATMGNN,3,8.51965,6.99970
ATMGNN,4,9.00171,7.90557
ATMGNN,5,9.19786,8.22468
ATMGNN,6,8.98930,7.93681
ATMGNN,7,9.01768,7.34166
ATMGNN,8,8.78220,7.06064
ATMGNN,9,8.90054,7.04195
ATMGNN,10,9.23562,6.77790
ATMGNN,11,9.44805,7.40848
ATMGNN,12,9.79409,8.08680
ATMGNN,13,9.77937,7.53896
