TMGNN,0,5.19971,2.41286
TMGNN,1,5.25927,2.40569
TMGNN,2,5.52035,2.59565
TMGNN,3,5.55028,2.63634
TMGNN,4,5.84481,2.75856
TMGNN,5,5.73625,2.59078
TMGNN,6,5.70595,2.79703
TMGNN,7,5.46590,2.47635
TMGNN,8,5.57993,2.56936
TMGNN,9,5.44749,2.39551
TMGNN,10,5.66901,2.76276
TMGNN,11,5.77718,2.68240
TMGNN,12,5.85314,2.72082
TMGNN,13,5.72903,2.48894
ATMGNN,0,5.29964,2.50950
ATMGNN,1,5.27282,2.44195
ATMGNN,2,5.61824,2.77804
ATMGNN,3,5.46561,2.57196
ATMGNN,4,5.65263,2.68812
ATMGNN,5,5.75450,2.66088
ATMGNN,6,5.67296,2.72473
ATMGNN,7,5.45942,2.37893
ATMGNN,8,5.46737,2.44907
ATMGNN,9,5.48455,2.46061
ATMGNN,10,5.65088,2.63847
ATMGNN,11,5.69186,2.63620
ATMGNN,12,5.69639,2.66048
ATMGNN,13,5.67898,2.55885
